"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
"C925","SMD_0805_CAPC2012X145N","3645.669mil","3661.417mil","3645.669mil","3661.417mil","3681.102mil","3661.417mil","T","180.00","22uF"
"C926","SMD_1210_CAPC3225X279N","3645.669mil","2913.386mil","3645.669mil","2913.386mil","3586.614mil","2913.386mil","T","0.00","220uF"
"C927","SMD_0805_CAPC2012X145N","3645.669mil","3818.898mil","3645.669mil","3818.898mil","3681.102mil","3818.898mil","T","180.00","22uF"
"C928","SMD_0805_CAPC2012X145N","3645.669mil","3897.638mil","3645.669mil","3897.638mil","3681.102mil","3897.638mil","T","180.00","22uF"
"C929","SMD_1210_CAPC3225X279N","3645.669mil","3228.347mil","3645.669mil","3228.347mil","3586.614mil","3228.347mil","T","0.00","220uF"
"C93","SMD_0603_CAPC1608X95N","1795.276mil","6492.126mil","1795.276mil","6492.126mil","1826.772mil","6492.126mil","T","180.00","220nF"
"C930","SMD_0805_CAPC2012X145N","3645.669mil","4055.118mil","3645.669mil","4055.118mil","3681.102mil","4055.118mil","T","180.00","22uF"
"C931","SMD_0805_CAPC2012X145N","3645.669mil","3976.378mil","3645.669mil","3976.378mil","3681.102mil","3976.378mil","T","180.00","22uF"
"C932","SMD_1210_CAPC3225X279N","3645.669mil","3070.866mil","3645.669mil","3070.866mil","3586.614mil","3070.866mil","T","0.00","220uF"
"C933","SMD_0805_CAPC2012X145N","3645.669mil","2952.756mil","3645.669mil","2952.756mil","3681.102mil","2952.756mil","T","180.00","22uF"
"C934","SMD_0805_CAPC2012X145N","3645.669mil","2874.016mil","3645.669mil","2874.016mil","3681.102mil","2874.016mil","T","180.00","22uF"
"C935","SMD_1210_CAPC3225X279N","3645.669mil","2125.984mil","3645.669mil","2125.984mil","3586.614mil","2125.984mil","T","0.00","220uF"
"C936","SMD_0805_CAPC2012X145N","3645.669mil","3031.496mil","3645.669mil","3031.496mil","3681.102mil","3031.496mil","T","180.00","22uF"
"C937","SMD_0805_CAPC2012X145N","3645.669mil","3110.236mil","3645.669mil","3110.236mil","3681.102mil","3110.236mil","T","180.00","22uF"
"C938","SMD_1210_CAPC3225X279N","3645.669mil","2440.945mil","3645.669mil","2440.945mil","3586.614mil","2440.945mil","T","0.00","220uF"
"C939","SMD_0805_CAPC2012X145N","3645.669mil","3267.716mil","3645.669mil","3267.716mil","3681.102mil","3267.716mil","T","180.00","22uF"
"C94","SMD_0805_CAPC2012X145N","3440.945mil","3740.157mil","3440.945mil","3740.157mil","3476.378mil","3740.157mil","T","180.00","22uF"
"C940","SMD_0805_CAPC2012X145N","3645.669mil","3188.976mil","3645.669mil","3188.976mil","3681.102mil","3188.976mil","T","180.00","22uF"
"C941","SMD_1210_CAPC3225X279N","3645.669mil","2283.465mil","3645.669mil","2283.465mil","3586.614mil","2283.465mil","T","0.00","220uF"
"C942","SMD_0805_CAPC2012X145N","3645.669mil","2165.354mil","3645.669mil","2165.354mil","3681.102mil","2165.354mil","T","180.00","22uF"
"C943","SMD_0805_CAPC2012X145N","3645.669mil","2086.614mil","3645.669mil","2086.614mil","3681.102mil","2086.614mil","T","180.00","22uF"
"C944","SMD_1210_CAPC3225X279N","787.402mil","1708.661mil","787.402mil","1708.661mil","787.402mil","1767.716mil","T","270.00","220uF"
"C945","SMD_0805_CAPC2012X145N","3645.669mil","2244.095mil","3645.669mil","2244.095mil","3681.102mil","2244.095mil","T","180.00","22uF"
"C946","SMD_0805_CAPC2012X145N","3645.669mil","2322.835mil","3645.669mil","2322.835mil","3681.102mil","2322.835mil","T","180.00","22uF"
"C947","SMD_1210_CAPC3225X279N","1102.362mil","1708.661mil","1102.362mil","1708.661mil","1102.362mil","1767.716mil","T","270.00","220uF"
"C948","SMD_0805_CAPC2012X145N","3645.669mil","2480.315mil","3645.669mil","2480.315mil","3681.102mil","2480.315mil","T","180.00","22uF"
"C949","SMD_0805_CAPC2012X145N","3645.669mil","2401.575mil","3645.669mil","2401.575mil","3681.102mil","2401.575mil","T","180.00","22uF"
"C95","SMD_0805_CAPC2012X145N","3440.945mil","3818.898mil","3440.945mil","3818.898mil","3476.378mil","3818.898mil","T","180.00","22uF"
"C950","SMD_1210_CAPC3225X279N","944.882mil","1708.661mil","944.882mil","1708.661mil","944.882mil","1767.716mil","T","270.00","220uF"
"C951","SMD_0805_CAPC2012X145N","826.772mil","1708.661mil","826.772mil","1708.661mil","826.772mil","1673.228mil","T","90.00","22uF"
"C952","SMD_0805_CAPC2012X145N","586.614mil","1511.811mil","586.614mil","1511.811mil","622.047mil","1511.811mil","T","180.00","22uF"
"C953","SMD_1210_CAPC3225X279N","586.614mil","1472.441mil","586.614mil","1472.441mil","527.559mil","1472.441mil","T","0.00","220uF"
"C954","SMD_0805_CAPC2012X145N","586.614mil","1433.071mil","586.614mil","1433.071mil","622.047mil","1433.071mil","T","180.00","22uF"
"C955","SMD_0805_CAPC2012X145N","1531.496mil","1511.811mil","1531.496mil","1511.811mil","1566.929mil","1511.811mil","T","180.00","22uF"
"C956","SMD_1210_CAPC3225X279N","1531.496mil","1472.441mil","1531.496mil","1472.441mil","1472.441mil","1472.441mil","T","0.00","220uF"
"C957","SMD_0805_CAPC2012X145N","1531.496mil","1433.071mil","1531.496mil","1433.071mil","1566.929mil","1433.071mil","T","180.00","22uF"
"C958","SMD_0805_CAPC2012X145N","2476.378mil","1511.811mil","2476.378mil","1511.811mil","2511.811mil","1511.811mil","T","180.00","22uF"
"C959","SMD_1210_CAPC3225X279N","2476.378mil","1472.441mil","2476.378mil","1472.441mil","2417.323mil","1472.441mil","T","0.00","220uF"
"C96","SMD_1210_CAPC3225X270N","2803.15mil","342.52mil","2803.15mil","342.52mil","2744.095mil","342.52mil","T","0.00","100uF"
"C960","SMD_0805_CAPC2012X145N","2476.378mil","1433.071mil","2476.378mil","1433.071mil","2511.811mil","1433.071mil","T","180.00","22uF"
"C961","SMD_0805_CAPC2012X145N","3421.26mil","1511.811mil","3421.26mil","1511.811mil","3456.693mil","1511.811mil","T","180.00","22uF"
"C962","SMD_1210_CAPC3225X279N","3421.26mil","1472.441mil","3421.26mil","1472.441mil","3362.205mil","1472.441mil","T","0.00","220uF"
"C963","SMD_0805_CAPC2012X145N","3421.26mil","1433.071mil","3421.26mil","1433.071mil","3456.693mil","1433.071mil","T","180.00","22uF"
"C964","SMD_0805_CAPC2012X145N","4043.307mil","5417.323mil","4043.307mil","5417.323mil","4007.874mil","5417.323mil","T","0.00","22uF"
"C965","SMD_1210_CAPC3225X279N","4043.307mil","5456.693mil","4043.307mil","5456.693mil","4102.362mil","5456.693mil","T","180.00","220uF"
"C966","SMD_0805_CAPC2012X145N","4043.307mil","5496.063mil","4043.307mil","5496.063mil","4007.874mil","5496.063mil","T","0.00","22uF"
"C967","SMD_0805_CAPC2012X145N","3098.425mil","5417.323mil","3098.425mil","5417.323mil","3062.992mil","5417.323mil","T","0.00","22uF"
"C968","SMD_1210_CAPC3225X279N","3098.425mil","5456.693mil","3098.425mil","5456.693mil","3157.48mil","5456.693mil","T","180.00","220uF"
"C969","SMD_0805_CAPC2012X145N","3098.425mil","5496.063mil","3098.425mil","5496.063mil","3062.992mil","5496.063mil","T","0.00","22uF"
"C97","SMD_1210_CAPC3225X270N","3212.598mil","370.079mil","3212.598mil","370.079mil","3271.653mil","370.079mil","T","180.00","100uF"
"C970","SMD_0805_CAPC2012X145N","2153.543mil","5417.323mil","2153.543mil","5417.323mil","2118.11mil","5417.323mil","T","0.00","22uF"
"C971","SMD_1210_CAPC3225X279N","2153.543mil","5456.693mil","2153.543mil","5456.693mil","2212.598mil","5456.693mil","T","180.00","220uF"
"C972","SMD_0805_CAPC2012X145N","2153.543mil","5496.063mil","2153.543mil","5496.063mil","2118.11mil","5496.063mil","T","0.00","22uF"
"C973","SMD_0805_CAPC2012X145N","1208.661mil","5417.323mil","1208.661mil","5417.323mil","1173.228mil","5417.323mil","T","0.00","22uF"
"C974","SMD_1210_CAPC3225X279N","1208.661mil","5456.693mil","1208.661mil","5456.693mil","1267.716mil","5456.693mil","T","180.00","220uF"
"C975","SMD_0805_CAPC2012X145N","1208.661mil","5496.063mil","1208.661mil","5496.063mil","1173.228mil","5496.063mil","T","0.00","22uF"
"C976","SMD_0805_CAPC2012X145N","748.032mil","1708.661mil","748.032mil","1708.661mil","748.032mil","1673.228mil","T","90.00","22uF"
"C977","SMD_1210_CAPC3225X279N","1259.842mil","1708.661mil","1259.842mil","1708.661mil","1259.842mil","1767.716mil","T","270.00","220uF"
"C978","SMD_0805_CAPC2012X145N","905.512mil","1708.661mil","905.512mil","1708.661mil","905.512mil","1673.228mil","T","90.00","22uF"
"C979","SMD_0805_CAPC2012X145N","984.252mil","1708.661mil","984.252mil","1708.661mil","984.252mil","1673.228mil","T","90.00","22uF"
"C98","SMD_1210_CAPC3225X279N","2476.378mil","1000mil","2476.378mil","1000mil","2417.323mil","1000mil","T","0.00","220uF"
"C980","SMD_1210_CAPC3225X279N","1574.803mil","1708.661mil","1574.803mil","1708.661mil","1574.803mil","1767.716mil","T","270.00","220uF"
"C981","SMD_0805_CAPC2012X145N","1141.732mil","1708.661mil","1141.732mil","1708.661mil","1141.732mil","1673.228mil","T","90.00","22uF"
"C982","SMD_0805_CAPC2012X145N","1062.992mil","1708.661mil","1062.992mil","1708.661mil","1062.992mil","1673.228mil","T","90.00","22uF"
"C983","SMD_1210_CAPC3225X279N","1417.323mil","1708.661mil","1417.323mil","1708.661mil","1417.323mil","1767.716mil","T","270.00","220uF"
"C984","SMD_0805_CAPC2012X145N","1299.213mil","1708.661mil","1299.213mil","1708.661mil","1299.213mil","1673.228mil","T","90.00","22uF"
"C985","SMD_0805_CAPC2012X145N","1220.472mil","1708.661mil","1220.472mil","1708.661mil","1220.472mil","1673.228mil","T","90.00","22uF"
"C986","SMD_1210_CAPC3225X279N","1732.283mil","1708.661mil","1732.283mil","1708.661mil","1732.283mil","1767.716mil","T","270.00","220uF"
"C987","SMD_0805_CAPC2012X145N","1377.953mil","1708.661mil","1377.953mil","1708.661mil","1377.953mil","1673.228mil","T","90.00","22uF"
"C988","SMD_0805_CAPC2012X145N","1456.693mil","1708.661mil","1456.693mil","1708.661mil","1456.693mil","1673.228mil","T","90.00","22uF"
"C989","SMD_1210_CAPC3225X279N","2047.244mil","1708.661mil","2047.244mil","1708.661mil","2047.244mil","1767.716mil","T","270.00","220uF"
"C99","SMD_1210_CAPC3225X279N","2476.378mil","842.52mil","2476.378mil","842.52mil","2417.323mil","842.52mil","T","0.00","220uF"
"C990","SMD_0805_CAPC2012X145N","1614.173mil","1708.661mil","1614.173mil","1708.661mil","1614.173mil","1673.228mil","T","90.00","22uF"
"C991","SMD_0805_CAPC2012X145N","1535.433mil","1708.661mil","1535.433mil","1708.661mil","1535.433mil","1673.228mil","T","90.00","22uF"
"C992","SMD_1210_CAPC3225X279N","1889.764mil","1708.661mil","1889.764mil","1708.661mil","1889.764mil","1767.716mil","T","270.00","220uF"
"C993","SMD_0805_CAPC2012X145N","1771.653mil","1708.661mil","1771.653mil","1708.661mil","1771.653mil","1673.228mil","T","90.00","22uF"
"C994","SMD_0805_CAPC2012X145N","1692.913mil","1708.661mil","1692.913mil","1708.661mil","1692.913mil","1673.228mil","T","90.00","22uF"
"C995","SMD_1210_CAPC3225X279N","291.339mil","4803.15mil","291.339mil","4803.15mil","350.394mil","4803.15mil","T","180.00","220uF"
"C996","SMD_0805_CAPC2012X145N","1850.394mil","1708.661mil","1850.394mil","1708.661mil","1850.394mil","1673.228mil","T","90.00","22uF"
"C997","SMD_0805_CAPC2012X145N","1929.134mil","1708.661mil","1929.134mil","1708.661mil","1929.134mil","1673.228mil","T","90.00","22uF"
"C998","SMD_1210_CAPC3225X279N","2204.724mil","1708.661mil","2204.724mil","1708.661mil","2204.724mil","1767.716mil","T","270.00","220uF"
"C999","SMD_0805_CAPC2012X145N","2086.614mil","1708.661mil","2086.614mil","1708.661mil","2086.614mil","1673.228mil","T","90.00","22uF"
"D1","SMD_0805_LED2012X100N","4586.614mil","3736.22mil","4586.614mil","3736.22mil","4627.953mil","3736.22mil","T","180.00","KP-2012CGCK"
"D10","SMD_SOD523_SOD1608X65N","822.835mil","437.008mil","822.835mil","437.008mil","854.331mil","437.008mil","T","180.00","1N4448HWT"
"D11","SMD_SOD523_SOD1608X65N","3807.087mil","6492.126mil","3807.087mil","6492.126mil","3775.59mil","6492.126mil","T","0.00","1N4448HWT"
"D14","SMD_SOD523_SOD1608X65N","1767.716mil","437.008mil","1767.716mil","437.008mil","1799.213mil","437.008mil","T","180.00","1N4448HWT"
"D15","SMD_SOD523_SOD1608X65N","2862.205mil","6492.126mil","2862.205mil","6492.126mil","2830.709mil","6492.126mil","T","0.00","1N4448HWT"
"D18","SMD_SOD523_SOD1608X65N","2712.598mil","437.008mil","2712.598mil","437.008mil","2744.095mil","437.008mil","T","180.00","1N4448HWT"
"D19","SMD_SOD523_SOD1608X65N","1917.323mil","6492.126mil","1917.323mil","6492.126mil","1885.827mil","6492.126mil","T","0.00","1N4448HWT"
"D2","SMD_0805_LED2012X100N","4586.614mil","3657.48mil","4586.614mil","3657.48mil","4627.953mil","3657.48mil","T","180.00","KP-2012CGCK"
"D22","SMD_SOD523_SOD1608X65N","3657.48mil","437.008mil","3657.48mil","437.008mil","3688.976mil","437.008mil","T","180.00","1N4448HWT"
"D23","SMD_SOD523_SOD1608X65N","972.441mil","6492.126mil","972.441mil","6492.126mil","940.945mil","6492.126mil","T","0.00","1N4448HWT"
"D26","SMD_DO214AC_SMC","232.283mil","527.559mil","232.283mil","527.559mil","98.425mil","527.559mil","T","0.00","SMCJ12A"
"D28","SMD_DO214AC_SMC","4488.189mil","6405.512mil","4488.189mil","6405.512mil","4622.047mil","6405.512mil","T","180.00","SMCJ12A"
"D3","SMD_0805_LED2012X100N","4586.614mil","3500mil","4586.614mil","3500mil","4627.953mil","3500mil","T","180.00","KP-2012CGCK"
"D30","SMD_DO214AC_SMC","4488.189mil","527.559mil","4488.189mil","527.559mil","4622.047mil","527.559mil","T","180.00","SMCJ12A"
"D32","SMD_DO214AC_SMC","232.283mil","6405.512mil","232.283mil","6405.512mil","98.425mil","6405.512mil","T","0.00","SMCJ12A"
"D4","SMD_0805_LED2012X100N","4586.614mil","3578.74mil","4586.614mil","3578.74mil","4627.953mil","3578.74mil","T","180.00","KP-2012CGCK"
"D6","SMD_SOT457_SOT95P275X110-6N","4259.842mil","3185.039mil","4259.842mil","3185.039mil","4297.244mil","3230.315mil","T","270.00","SMS05T1G"
"D8","SMD_DO214AC_SMA","4444.882mil","2440.945mil","4444.882mil","2440.945mil","4366.142mil","2440.945mil","T","0.00","B140"
"FID1","FID100X200","4330.709mil","78.74mil","4330.709mil","78.74mil","4330.709mil","78.74mil","T","0.00","FIDUCIAL 100X200"
"FID2","FID100X200","4299.213mil","6826.772mil","4299.213mil","6826.772mil","4299.213mil","6826.772mil","T","0.00","FIDUCIAL 100X200"
"J1","PTH_HDRV05W64P254_1X05","3836.072mil","4303.525mil","3836.072mil","4303.525mil","3836.072mil","4103.525mil","T","90.00","CONN PCB 5P M S"
"J13","PTH_MTG400_700","4429.134mil","1397.638mil","4429.134mil","1397.638mil","4429.134mil","1397.638mil","T","0.00","PTH_MTG400_700"
"J14","PTH_MTG400_700","295.276mil","5531.496mil","295.276mil","5531.496mil","295.276mil","5531.496mil","T","0.00","PTH_MTG400_700"
"J15","PTH_MTG400_700","1968.504mil","3464.567mil","1968.504mil","3464.567mil","1968.504mil","3464.567mil","T","90.00","PTH_MTG400_700"
"J16","PTH_MTG400_700","344.488mil","5088.583mil","344.488mil","5088.583mil","344.488mil","5088.583mil","T","0.00","PTH_MTG400_700"
"J17","PTH_MTG400_700","3592.52mil","1840.551mil","3592.52mil","1840.551mil","3592.52mil","1840.551mil","T","0.00","PTH_MTG400_700"
"J18","PTH_MTG400_700","4429.134mil","5531.496mil","4429.134mil","5531.496mil","4429.134mil","5531.496mil","T","0.00","PTH_MTG400_700"
"J19","PTH_MTG400_700","295.276mil","1397.638mil","295.276mil","1397.638mil","295.276mil","1397.638mil","T","0.00","PTH_MTG400_700"
"J2","SMD_CON-CVILUX-CU04-SCM15B0","4527.559mil","3232.284mil","4519.685mil","3232.284mil","4417.323mil","3169.291mil","T","90.00","USB MINI"
"J20","PTH_MTG400_700","3592.52mil","5088.583mil","3592.52mil","5088.583mil","3592.52mil","5088.583mil","T","0.00","PTH_MTG400_700"
"J21","PTH_MTG400_700","196.85mil","196.85mil","196.85mil","196.85mil","196.85mil","196.85mil","T","0.00","PTH_MTG400_700"
"J22","PTH_MTG400_700","4527.559mil","196.85mil","4527.559mil","196.85mil","4527.559mil","196.85mil","T","0.00","PTH_MTG400_700"
"J23","PTH_MTG400_700","196.85mil","6732.283mil","196.85mil","6732.283mil","196.85mil","6732.283mil","T","0.00","PTH_MTG400_700"
"J24","PTH_MTG400_700","4527.559mil","6732.283mil","4527.559mil","6732.283mil","4527.559mil","6732.283mil","T","0.00","PTH_MTG400_700"
"J3","PTH_CON_HD-351-3P","4562.992mil","2755.905mil","4562.992mil","2755.905mil","4562.992mil","2618.11mil","T","90.00","HD-351-3P"
"J4","PTH_CON_WR-MRC4-6P","259.842mil","952.756mil","259.842mil","952.756mil","151.575mil","787.402mil","T","90.00","WR-MPC4"
"J5","PTH_CON_WR-MRC4-6P","4460.63mil","5980.315mil","4460.63mil","5980.315mil","4568.898mil","6145.669mil","T","270.00","WR-MPC4"
"J6","PTH_CON_WR-MRC4-6P","4460.63mil","952.756mil","4460.63mil","952.756mil","4568.898mil","1118.11mil","T","270.00","WR-MPC4"
"J7","PTH_CON_WR-MRC4-6P","259.842mil","5980.315mil","259.842mil","5980.315mil","151.575mil","5814.961mil","T","90.00","WR-MPC4"
"J9","PTH_MTG400_700","344.488mil","1840.551mil","344.488mil","1840.551mil","344.488mil","1840.551mil","T","0.00","PTH_MTG400_700"
"L1","SMT_INDM135130X800N","1000mil","1346.457mil","1000mil","1346.457mil","1201.772mil","1346.457mil","T","180.00","DB_VALUE"
"L10","SMT_INDM135130X800N","1740.158mil","5582.677mil","1740.158mil","5582.677mil","1538.386mil","5582.677mil","T","0.00","DB_VALUE"
"L13","SMT_INDM135130X800N","3834.646mil","1346.457mil","3834.646mil","1346.457mil","4036.417mil","1346.457mil","T","180.00","DB_VALUE"
"L14","SMT_INDM135130X800N","795.276mil","5582.677mil","795.276mil","5582.677mil","593.504mil","5582.677mil","T","0.00","DB_VALUE"
"L2","SMT_INDM135130X800N","3629.921mil","5582.677mil","3629.921mil","5582.677mil","3428.149mil","5582.677mil","T","0.00","DB_VALUE"
"L5","SMT_INDM135130X800N","1944.882mil","1346.457mil","1944.882mil","1346.457mil","2146.654mil","1346.457mil","T","180.00","DB_VALUE"
"L6","SMT_INDM135130X800N","2685.039mil","5582.677mil","2685.039mil","5582.677mil","2483.268mil","5582.677mil","T","0.00","DB_VALUE"
"L9","SMT_INDM135130X800N","2889.764mil","1346.457mil","2889.764mil","1346.457mil","3091.535mil","1346.457mil","T","180.00","DB_VALUE"
"Q1","SMD_SOIC127P600X110-9AN","1118.118mil","405.512mil","1118.11mil","405.512mil","1193.11mil","515.748mil","T","270.00","AP1RA03GMT-HF-3"
"Q13","SMD_SOIC127P600X110-9AN","2063mil","405.512mil","2062.992mil","405.512mil","2137.992mil","515.748mil","T","270.00","AP1RA03GMT-HF-3"
"Q14","SMD_SOIC127P600X110-9AN","2566.921mil","6523.622mil","2566.929mil","6523.622mil","2491.929mil","6413.386mil","T","90.00","AP1RA03GMT-HF-3"
"Q17","SMD_SOIC127P600X110-9AN","2027.559mil","665.362mil","2027.559mil","665.354mil","1917.323mil","740.354mil","T","0.00","AP1RA03GMT-HF-3"
"Q18","SMD_SOIC127P600X110-9AN","2027.559mil","885.835mil","2027.559mil","885.827mil","1917.323mil","960.827mil","T","0.00","AP1RA03GMT-HF-3"
"Q19","SMD_SOIC127P600X110-9AN","2602.362mil","6263.771mil","2602.362mil","6263.779mil","2712.598mil","6188.779mil","T","180.00","AP1RA03GMT-HF-3"
"Q2","SMD_SOIC127P600X110-9AN","3511.803mil","6523.622mil","3511.811mil","6523.622mil","3436.811mil","6413.386mil","T","90.00","AP1RA03GMT-HF-3"
"Q20","SMD_SOIC127P600X110-9AN","2602.362mil","6043.299mil","2602.362mil","6043.307mil","2712.598mil","5968.307mil","T","180.00","AP1RA03GMT-HF-3"
"Q25","SMD_SOIC127P600X110-9AN","3007.882mil","405.512mil","3007.874mil","405.512mil","3082.874mil","515.748mil","T","270.00","AP1RA03GMT-HF-3"
"Q26","SMD_SOIC127P600X110-9AN","1622.039mil","6523.622mil","1622.047mil","6523.622mil","1547.047mil","6413.386mil","T","90.00","AP1RA03GMT-HF-3"
"Q29","SMD_SOIC127P600X110-9AN","2972.441mil","665.362mil","2972.441mil","665.354mil","2862.205mil","740.354mil","T","0.00","AP1RA03GMT-HF-3"
"Q30","SMD_SOIC127P600X110-9AN","2972.441mil","885.835mil","2972.441mil","885.827mil","2862.205mil","960.827mil","T","0.00","AP1RA03GMT-HF-3"
"Q31","SMD_SOIC127P600X110-9AN","1657.48mil","6263.771mil","1657.48mil","6263.779mil","1767.716mil","6188.779mil","T","180.00","AP1RA03GMT-HF-3"
"Q32","SMD_SOIC127P600X110-9AN","1657.48mil","6043.299mil","1657.48mil","6043.307mil","1767.716mil","5968.307mil","T","180.00","AP1RA03GMT-HF-3"
